Date,Region,New Cases,Total Cases,Active Cases,Inpatient Hospitalizations,ICU Hospitalizations,Recovered Cases,Deaths
2021-06-29,South West,0,1117,0,0,0,1111,6
2021-06-29,South Central,0,1908,3,1,0,1875,23
2021-06-29,South East,0,2738,17,0,0,2660,48
2021-06-30,Far North West,3,2652,44,0,0,2577,30
2021-06-30,Far North Central,0,362,4,0,0,355,3
2021-06-30,Far North East,1,2235,20,0,0,2195,18
2021-06-30,North West,0,4690,4,4,2,4555,78
2021-06-30,North Central,0,4498,9,10,3,4397,58
2021-06-30,North East,0,1599,0,0,0,1585,12
2021-06-30,Saskatoon,11,11591,93,23,6,11383,115
2021-06-30,Central West,0,825,9,1,0,807,6
2021-06-30,Central East,0,2410,3,1,0,2371,19
2021-06-30,Regina,2,12069,90,15,3,11827,152
2021-06-30,South West,0,1117,0,0,0,1111,6
2021-06-30,South Central,0,1908,1,1,0,1878,23
2021-06-30,South East,0,2739,15,0,0,2662,48
2021-07-01,Far North West,3,2658,45,0,0,2581,30
2021-07-01,Far North Central,1,363,5,0,0,355,3
2021-07-01,Far North East,0,2236,20,0,0,2196,18
2021-07-01,North West,0,4687,3,2,2,4552,78
2021-07-01,North Central,0,4500,2,8,3,4407,58
2021-07-01,North East,0,1600,0,0,0,1585,12
2021-07-01,Saskatoon,5,11596,92,20,6,11389,115
2021-07-01,Central West,0,825,9,1,0,809,6
2021-07-01,Central East,0,2411,3,1,0,2371,19
2021-07-01,Regina,4,12073,78,13,4,11843,152
2021-07-01,South West,0,1117,0,0,0,1111,6
2021-07-01,South Central,0,1910,1,1,0,1880,23
2021-07-01,South East,0,2740,15,0,0,2663,48
2021-07-02,Far North West,5,2663,50,0,0,2581,30
2021-07-02,Far North Central,1,364,6,0,0,355,3
2021-07-02,Far North East,0,2236,16,0,0,2200,18
2021-07-02,North West,0,4689,3,3,2,4554,78
2021-07-02,North Central,0,4504,5,7,2,4409,58
2021-07-02,North East,0,1600,0,0,0,1585,12
2021-07-02,Saskatoon,4,11600,87,19,5,11398,115
2021-07-02,Central West,0,825,9,1,0,809,6
2021-07-02,Central East,0,2412,3,1,0,2371,19
2021-07-02,Regina,7,12080,74,12,3,11854,152
2021-07-02,South West,0,1118,0,0,0,1111,6
2021-07-02,South Central,0,1910,0,2,0,1881,23
2021-07-02,South East,0,2740,13,0,0,2669,48
2021-07-03,Far North West,2,2667,50,0,0,2583,30
2021-07-03,Far North Central,0,364,6,0,0,355,3
2021-07-03,Far North East,14,2250,30,0,0,2200,18
2021-07-03,North West,1,4694,4,4,1,4556,78
2021-07-03,North Central,0,4506,5,7,2,4410,58
2021-07-03,North East,0,1600,0,0,0,1586,12
2021-07-03,Saskatoon,7,11607,84,20,3,11408,115
2021-07-03,Central West,0,825,9,1,0,809,6
2021-07-03,Central East,0,2412,3,2,0,2374,19
2021-07-03,Regina,9,12089,73,12,3,11864,152
2021-07-03,South West,0,1119,0,0,0,1111,6
2021-07-03,South Central,0,1912,0,4,0,1881,23
2021-07-03,South East,0,2742,11,1,0,2673,48
2021-07-04,Far North West,7,2677,53,0,0,2587,30
2021-07-04,Far North Central,0,364,5,0,0,356,3
2021-07-04,Far North East,0,2250,29,0,0,2201,18
2021-07-04,North West,0,4696,3,4,1,4567,78
2021-07-04,North Central,0,4506,5,7,2,4417,58
2021-07-04,North East,0,1600,0,0,0,1586,12
2021-07-04,Saskatoon,8,11615,82,22,3,11418,115
2021-07-04,Central West,0,825,7,1,0,811,6
2021-07-04,Central East,0,2412,3,2,0,2378,19
2021-07-04,Regina,9,12098,73,12,4,11873,152
2021-07-04,South West,0,1119,0,0,0,1111,6
2021-07-04,South Central,0,1912,0,4,0,1881,23
2021-07-04,South East,0,2743,9,1,0,2676,48
2021-07-05,Far North West,1,2678,48,0,0,2593,30
2021-07-05,Far North Central,0,364,3,0,0,358,3
2021-07-05,Far North East,3,2253,28,0,0,2206,18
2021-07-05,North West,0,4696,2,4,1,4571,78
2021-07-05,North Central,1,4507,5,7,2,4419,58
2021-07-05,North East,2,1603,2,0,0,1586,12
2021-07-05,Saskatoon,1,11616,67,24,4,11434,115
2021-07-05,Central West,0,825,5,1,0,813,6
2021-07-05,Central East,0,2412,3,2,0,2385,19
2021-07-05,Regina,9,12107,73,11,4,11882,152
2021-07-05,South West,0,1119,0,0,0,1111,6
2021-07-05,South Central,0,1912,0,4,0,1881,23
2021-07-05,South East,0,2743,9,1,0,2679,48
2021-07-06,Far North West,5,2683,44,0,0,2603,30
2021-07-06,Far North Central,1,365,4,0,0,358,3
2021-07-06,Far North East,0,2253,26,0,0,2208,18
2021-07-06,North West,0,4698,2,3,1,4582,79
2021-07-06,North Central,2,4511,6,8,2,4422,58
2021-07-06,North East,0,1603,2,0,0,1586,12
2021-07-06,Saskatoon,0,11616,52,24,4,11449,115
2021-07-06,Central West,0,825,2,0,0,816,6
2021-07-06,Central East,0,2412,3,2,0,2386,19
2021-07-06,Regina,2,12109,68,11,3,11889,152
2021-07-06,South West,0,1119,0,0,0,1111,6
2021-07-06,South Central,0,1912,0,3,0,1883,23
2021-07-06,South East,0,2743,4,1,0,2685,48
2021-07-07,Far North West,5,2688,43,0,0,2609,30
2021-07-07,Far North Central,0,365,3,0,0,359,3
2021-07-07,Far North East,3,2255,24,0,0,2213,18
2021-07-07,North West,0,4698,1,4,1,4583,80
2021-07-07,North Central,0,4516,6,7,2,4428,58
2021-07-07,North East,0,1603,2,0,0,1586,12
2021-07-07,Saskatoon,6,11622,54,23,4,11453,115
2021-07-07,Central West,0,828,2,1,0,817,6
2021-07-07,Central East,0,2412,1,3,0,2389,19
2021-07-07,Regina,13,12119,72,12,3,11895,152
2021-07-07,South West,0,1129,0,0,0,1111,6
2021-07-07,South Central,0,1912,0,3,0,1884,23
2021-07-07,South East,0,2744,3,1,0,2688,48
2021-07-08,Far North West,2,2691,43,0,0,2611,30
2021-07-08,Far North Central,3,368,6,0,0,359,3
2021-07-08,Far North East,58,2313,80,0,0,2215,18
2021-07-08,North West,0,4703,1,4,1,4586,80
2021-07-08,North Central,0,4519,7,7,3,4429,58
2021-07-08,North East,0,1603,2,0,0,1586,12
2021-07-08,Saskatoon,16,11638,67,21,4,11456,115
2021-07-08,Central West,1,829,3,1,0,817,6
2021-07-08,Central East,1,2414,1,3,0,2390,19
2021-07-08,Regina,12,12131,80,11,3,11899,152
2021-07-08,South West,0,1129,0,1,0,1111,6
2021-07-08,South Central,0,1912,0,1,0,1884,23
2021-07-08,South East,0,2744,0,2,0,2691,48
2021-07-09,Far North West,4,2696,40,0,0,2619,30
2021-07-09,Far North Central,0,368,6,0,0,359,3
2021-07-09,Far North East,4,2329,93,0,0,2218,18
2021-07-09,North West,1,4711,2,6,0,4600,81
2021-07-09,North Central,0,4528,11,6,2,4438,58
2021-07-09,North East,1,1605,3,0,0,1586,12
2021-07-09,Saskatoon,4,11643,63,20,4,11465,115
2021-07-09,Central West,0,829,1,1,0,819,6
2021-07-09,Central East,0,2415,1,1,0,2390,19
2021-07-09,Regina,5,12136,72,14,4,11912,152
2021-07-09,South West,0,1133,0,0,0,1111,6
2021-07-09,South Central,0,1913,0,1,0,1884,23
2021-07-09,South East,4,2748,4,2,0,2691,48
2021-07-10,Far North West,7,2704,41,0,0,2626,30
2021-07-10,Far North Central,0,368,6,0,0,359,3
2021-07-10,Far North East,9,2338,101,0,0,2219,18
2021-07-10,North West,0,4712,2,8,0,4606,81
2021-07-10,North Central,0,4529,11,6,1,4439,59
2021-07-10,North East,1,1606,4,0,0,1587,12
2021-07-10,Saskatoon,5,11648,57,21,4,11476,115
2021-07-10,Central West,0,829,1,1,0,819,6
2021-07-10,Central East,0,2415,1,0,0,2391,19
2021-07-10,Regina,8,12144,78,16,4,11914,152
2021-07-10,South West,0,1133,0,0,0,1111,6
2021-07-10,South Central,0,1914,0,0,0,1884,23
2021-07-10,South East,2,2754,6,0,0,2692,48
2021-07-11,Far North West,2,2706,40,0,0,2630,30
2021-07-11,Far North Central,1,369,6,0,0,360,3
2021-07-11,Far North East,5,2343,106,0,0,2219,18
2021-07-11,North West,0,4713,2,8,0,4613,81
2021-07-11,North Central,0,4530,7,5,0,4445,59
2021-07-11,North East,0,1606,4,0,0,1588,12
2021-07-11,Saskatoon,4,11653,56,19,3,11482,115
2021-07-11,Central West,0,829,1,0,0,819,6
2021-07-11,Central East,0,2416,1,0,0,2392,19
2021-07-11,Regina,3,12147,77,16,3,11917,153
2021-07-11,South West,0,1133,0,0,0,1111,6
2021-07-11,South Central,0,1914,0,0,0,1887,23
2021-07-11,South East,0,2756,6,0,0,2693,48
2021-07-12,Far North West,3,2709,38,0,0,2635,30
2021-07-12,Far North Central,0,369,5,0,0,361,3
2021-07-12,Far North East,2,2345,108,0,0,2219,18
2021-07-12,North West,0,4713,2,6,1,4614,81
2021-07-12,North Central,0,4533,7,5,0,4446,59
2021-07-12,North East,2,1608,6,0,0,1588,12
2021-07-12,Saskatoon,7,11660,59,20,4,11486,115
2021-07-12,Central West,0,829,1,0,0,819,6
2021-07-12,Central East,0,2416,1,1,0,2393,19
2021-07-12,Regina,1,12148,71,15,4,11924,153
2021-07-12,South West,0,1133,0,0,0,1112,6
2021-07-12,South Central,0,1914,0,0,0,1887,23
2021-07-12,South East,0,2757,6,1,0,2693,48
2021-07-13,Far North West,5,2714,41,0,0,2642,30
2021-07-13,Far North Central,0,369,5,0,0,361,3
2021-07-13,Far North East,10,2355,104,0,0,2233,18
2021-07-13,North West,0,4715,1,5,1,4618,81
2021-07-13,North Central,0,4533,7,5,1,4448,59
2021-07-13,North East,0,1608,6,0,0,1588,12
2021-07-13,Saskatoon,2,11662,54,20,4,11493,115
2021-07-13,Central West,0,829,1,0,0,819,6
2021-07-13,Central East,0,2417,1,2,0,2392,19
2021-07-13,Regina,1,12149,63,13,4,11933,153
2021-07-13,South West,0,1134,0,0,0,1113,6
2021-07-13,South Central,0,1914,0,0,0,1889,23
2021-07-13,South East,1,2760,7,2,0,2695,48
2021-07-14,Far North West,2,2716,36,0,0,2649,30
2021-07-14,Far North Central,0,369,5,0,0,361,3
2021-07-14,Far North East,2,2357,102,1,0,2237,18
2021-07-14,North West,0,4716,1,4,1,4621,81
2021-07-14,North Central,0,4534,7,3,1,4448,59
2021-07-14,North East,0,1608,6,0,0,1588,12
2021-07-14,Saskatoon,3,11665,49,22,3,11501,115
2021-07-14,Central West,0,829,1,0,0,819,6
2021-07-14,Central East,0,2417,1,1,0,2393,19
2021-07-14,Regina,6,12155,60,12,4,11942,153
2021-07-14,South West,0,1134,0,0,0,1113,6
2021-07-14,South Central,0,1914,0,0,0,1889,23
2021-07-14,South East,1,2763,8,2,0,2696,48
2021-07-15,Far North West,3,2720,38,0,0,2651,30
2021-07-15,Far North Central,1,370,6,0,0,361,3
2021-07-15,Far North East,5,2362,98,1,0,2246,18
2021-07-15,North West,0,4719,1,2,0,4620,81
2021-07-15,North Central,0,4534,6,2,1,4449,59
2021-07-15,North East,1,1609,5,0,0,1591,12
2021-07-15,Saskatoon,1,11665,49,18,5,11501,115
2021-07-15,Central West,4,833,5,0,0,819,6
2021-07-15,Central East,0,2418,1,1,0,2393,19
2021-07-15,Regina,4,12158,55,16,3,11950,153
2021-07-15,South West,0,1134,0,0,0,1112,6
2021-07-15,South Central,0,1914,0,0,0,1889,23
2021-07-15,South East,0,2764,8,3,0,2696,48
2021-07-16,Far North West,2,2723,35,0,0,2656,30
2021-07-16,Far North Central,0,372,7,0,0,362,3
2021-07-16,Far North East,1,2363,99,1,0,2245,19
2021-07-16,North West,1,4722,2,3,0,4621,82
2021-07-16,North Central,0,4536,4,2,1,4453,59
2021-07-16,North East,0,1609,5,0,0,1591,12
2021-07-16,Saskatoon,3,11669,53,18,5,11501,115
2021-07-16,Central West,0,833,5,0,0,819,6
2021-07-16,Central East,0,2421,1,1,0,2393,19
2021-07-16,Regina,4,12162,57,17,3,11952,153
2021-07-16,South West,0,1134,0,0,0,1112,6
2021-07-16,South Central,0,1914,0,0,0,1889,23
2021-07-16,South East,0,2765,8,2,0,2696,48
2021-07-17,Far North West,1,2724,31,0,0,2662,30
2021-07-17,Far North Central,0,372,7,0,0,362,3
2021-07-17,Far North East,0,2364,96,1,0,2248,19
2021-07-17,North West,0,4727,2,4,0,4624,82
2021-07-17,North Central,7,4546,7,6,1,4462,59
2021-07-17,North East,0,1609,5,0,0,1591,12
2021-07-17,Saskatoon,12,11681,59,17,5,11507,115
2021-07-17,Central West,0,833,5,0,0,822,6
2021-07-17,Central East,0,2422,1,0,0,2393,19
2021-07-17,Regina,1,12163,45,16,3,11965,153
2021-07-17,South West,0,1136,0,0,0,1122,6
2021-07-17,South Central,0,1914,0,0,0,1889,23
2021-07-17,South East,0,2767,8,1,0,2697,48
2021-07-18,Far North West,13,2737,42,0,0,2664,30
2021-07-18,Far North Central,0,372,4,0,0,365,3
2021-07-18,Far North East,2,2366,40,1,0,2306,19
2021-07-18,North West,1,4729,3,5,0,4626,82
2021-07-18,North Central,0,4548,7,6,1,4464,59
2021-07-18,North East,0,1609,5,0,0,1591,12
2021-07-18,Saskatoon,9,11690,52,16,5,11523,115
2021-07-18,Central West,0,833,4,0,0,823,6
2021-07-18,Central East,0,2422,0,0,0,2395,19
2021-07-18,Regina,4,12167,37,15,3,11977,153
2021-07-18,South West,1,1137,1,0,0,1122,6
2021-07-18,South Central,0,1915,0,0,0,1890,23
2021-07-18,South East,0,2767,8,1,0,2697,48
2021-07-19,Far North West,4,2741,42,0,0,2668,30
2021-07-19,Far North Central,0,372,4,0,0,365,3
2021-07-19,Far North East,1,2367,37,1,0,2310,19
2021-07-19,North West,1,4731,3,5,0,4629,82
2021-07-19,North Central,0,4549,7,7,1,4469,59
2021-07-19,North East,1,1610,5,0,0,1593,12
2021-07-19,Saskatoon,5,11696,54,18,5,11527,115
2021-07-19,Central West,0,833,4,0,0,823,6
2021-07-19,Central East,0,2422,0,0,0,2395,19
2021-07-19,Regina,2,12169,34,13,3,11982,153
2021-07-19,South West,0,1137,1,0,0,1126,6
2021-07-19,South Central,0,1915,0,1,0,1890,23
2021-07-19,South East,1,2768,5,1,0,2702,48
2021-07-20,Far North West,14,2755,49,0,0,2675,30
2021-07-20,Far North Central,0,372,4,0,0,365,3
2021-07-20,Far North East,3,2370,31,0,0,2319,19
2021-07-20,North West,2,4733,5,4,1,4630,82
2021-07-20,North Central,0,4549,7,7,1,4470,59
2021-07-20,North East,0,1610,4,0,0,1594,12
2021-07-20,Saskatoon,2,11698,50,18,5,11533,115
2021-07-20,Central West,0,833,4,0,0,823,6
2021-07-20,Central East,0,2423,0,0,0,2395,19
2021-07-20,Regina,0,12169,26,14,3,11990,153
2021-07-20,South West,0,1137,1,0,0,1126,6
2021-07-20,South Central,0,1915,0,1,0,1891,23
2021-07-20,South East,0,2768,3,1,0,2708,48
2021-07-21,Far North West,21,2779,68,0,0,2677,30
2021-07-21,Far North Central,2,374,5,0,0,366,3
2021-07-21,Far North East,2,2372,28,0,0,2324,19
2021-07-21,North West,0,4742,5,5,1,4630,82
2021-07-21,North Central,0,4551,8,8,1,4471,59
2021-07-21,North East,0,1610,4,0,0,1594,12
2021-07-21,Saskatoon,5,11703,51,18,4,11537,115
2021-07-21,Central West,0,833,4,0,0,823,6
2021-07-21,Central East,0,2423,0,1,0,2396,19
2021-07-21,Regina,4,12173,27,15,4,11993,153
2021-07-21,South West,1,1138,2,0,0,1126,6
2021-07-21,South Central,0,1916,0,1,0,1891,23
2021-07-21,South East,0,2768,3,1,0,2709,48
2021-07-22,Far North West,12,2793,77,1,0,2680,30
2021-07-22,Far North Central,0,374,5,0,0,366,3
2021-07-22,Far North East,0,2373,26,0,0,2326,19
2021-07-22,North West,0,4745,5,7,1,4630,82
2021-07-22,North Central,0,4552,8,7,2,4474,59
2021-07-22,North East,0,1610,2,0,0,1596,12
2021-07-22,Saskatoon,5,11708,48,15,5,11545,115
2021-07-22,Central West,0,833,4,0,0,823,6
2021-07-22,Central East,0,2423,0,1,0,2396,19
2021-07-22,Regina,1,12178,31,15,3,11994,153
2021-07-22,South West,0,1138,2,0,0,1126,6
2021-07-22,South Central,0,1917,0,1,0,1891,23
2021-07-22,South East,0,2769,3,1,0,2710,48
2021-07-23,Far North West,10,2803,82,1,0,2685,30
2021-07-23,Far North Central,8,385,16,0,0,366,3
2021-07-23,Far North East,8,2381,24,0,0,2336,19
2021-07-23,North West,1,4752,6,8,0,4633,82
2021-07-23,North Central,0,4552,8,6,3,4474,59
2021-07-23,North East,1,1611,3,1,0,1595,13
2021-07-23,Saskatoon,3,11712,50,18,4,11547,115
2021-07-23,Central West,0,833,4,0,0,823,6
2021-07-23,Central East,3,2426,3,1,0,2398,19
2021-07-23,Regina,5,12183,35,15,3,11994,154
2021-07-23,South West,0,1138,2,0,0,1127,6
2021-07-23,South Central,0,1918,0,3,0,1891,23
2021-07-23,South East,0,2771,2,1,0,2713,48
2021-07-24,Far North West,5,2809,85,1,0,2687,30
2021-07-24,Far North Central,2,387,18,0,0,366,3
2021-07-24,Far North East,6,2391,28,0,0,2338,19
2021-07-24,North West,1,4755,7,8,0,4634,82
2021-07-24,North Central,0,4558,8,5,2,4474,59
2021-07-24,North East,1,1612,4,0,0,1595,13
2021-07-24,Saskatoon,7,11719,54,17,6,11550,115
2021-07-24,Central West,0,833,4,0,0,823,6
2021-07-24,Central East,0,2426,3,1,0,2399,19
2021-07-24,Regina,9,12192,38,17,3,12000,154
2021-07-24,South West,0,1138,2,0,0,1127,6
2021-07-24,South Central,0,1918,0,2,0,1891,23
2021-07-24,South East,0,2772,1,1,0,2716,48
2021-07-25,Far North West,5,2814,87,1,0,2690,30
2021-07-25,Far North Central,0,388,16,0,0,369,3
2021-07-25,Far North East,0,2391,23,0,0,2343,19
2021-07-25,North West,0,4756,7,8,0,4639,82
2021-07-25,North Central,0,4561,8,5,2,4474,59
2021-07-25,North East,1,1614,4,0,0,1597,13
2021-07-25,Saskatoon,3,11722,55,16,6,11552,115
2021-07-25,Central West,0,833,0,0,0,827,6
2021-07-25,Central East,1,2427,4,0,0,2400,19
2021-07-25,Regina,9,12201,43,18,3,12004,154
2021-07-25,South West,0,1138,2,0,0,1128,6
2021-07-25,South Central,1,1919,1,2,0,1891,23
2021-07-25,South East,0,2776,1,1,0,2717,48
2021-07-26,Far North West,12,2826,97,1,0,2693,30
2021-07-26,Far North Central,1,389,17,0,0,369,3
2021-07-26,Far North East,20,2411,42,0,0,2344,19
2021-07-26,North West,0,4756,6,6,0,4640,83
2021-07-26,North Central,0,4562,8,4,1,4476,59
2021-07-26,North East,0,1614,4,0,0,1597,13
2021-07-26,Saskatoon,5,11728,58,16,6,11555,115
2021-07-26,Central West,0,833,0,0,0,827,6
2021-07-26,Central East,0,2427,4,0,0,2403,19
2021-07-26,Regina,0,12201,36,15,3,12011,154
2021-07-26,South West,1,1139,3,0,0,1128,6
2021-07-26,South Central,0,1920,1,2,0,1891,23
2021-07-26,South East,0,2776,1,1,0,2719,48
2021-07-27,Far North West,16,2843,112,1,0,2694,30
2021-07-27,Far North Central,1,391,16,0,0,372,3
2021-07-27,Far North East,3,2415,45,0,0,2345,19
2021-07-27,North West,0,4757,6,4,0,4644,83
2021-07-27,North Central,0,4565,1,4,1,4487,59
2021-07-27,North East,0,1614,4,0,0,1597,13
2021-07-27,Saskatoon,0,11728,45,14,7,11568,115
2021-07-27,Central West,0,833,0,0,0,827,6
2021-07-27,Central East,0,2429,4,0,0,2404,19
2021-07-27,Regina,9,12212,46,14,2,12012,154
2021-07-27,South West,0,1139,3,0,0,1130,6
2021-07-27,South Central,0,1920,1,2,0,1891,23
2021-07-27,South East,0,2777,1,1,0,2720,48
2021-07-28,Far North West,5,2859,105,1,0,2712,30
2021-07-28,Far North Central,8,399,24,0,0,372,3
2021-07-28,Far North East,0,2416,43,0,0,2348,19
2021-07-28,North West,0,4762,5,2,0,4650,83
2021-07-28,North Central,0,4568,1,4,1,4490,59
2021-07-28,North East,0,1615,4,0,0,1597,13
2021-07-28,Saskatoon,13,11743,49,14,5,11579,115
2021-07-28,Central West,0,835,0,0,0,829,6
2021-07-28,Central East,1,2432,5,0,0,2404,19
2021-07-28,Regina,7,12219,48,10,3,12017,154
2021-07-28,South West,1,1140,3,0,0,1131,6
2021-07-28,South Central,0,1921,1,2,0,1892,23
2021-07-28,South East,0,2778,1,1,0,2720,48
2021-07-29,Far North West,9,2868,110,1,0,2716,30
2021-07-29,Far North Central,2,401,26,0,0,372,3
2021-07-29,Far North East,3,2419,45,0,0,2349,19
2021-07-29,North West,1,4768,5,2,0,4652,83
2021-07-29,North Central,0,4572,1,4,1,4490,59
2021-07-29,North East,2,1617,5,0,0,1598,13
2021-07-29,Saskatoon,9,11752,53,15,5,11584,115
2021-07-29,Central West,0,835,0,0,0,829,6
2021-07-29,Central East,0,2433,5,0,0,2404,19
2021-07-29,Regina,6,12226,53,11,3,12019,154
2021-07-29,South West,0,1140,3,0,0,1131,6
2021-07-29,South Central,0,1921,1,0,0,1892,23
2021-07-29,South East,0,2783,0,1,0,2721,48
2021-07-30,Far North West,8,2878,106,1,0,2730,30
2021-07-30,Far North Central,1,402,27,0,0,372,3
2021-07-30,Far North East,11,2430,53,0,0,2352,19
2021-07-30,North West,0,4770,3,1,0,4654,83
2021-07-30,North Central,0,4576,0,4,1,4493,59
2021-07-30,North East,0,1617,5,0,0,1598,13
2021-07-30,Saskatoon,13,11767,66,16,6,11586,115
2021-07-30,Central West,4,839,4,0,0,829,6
2021-07-30,Central East,0,2433,5,0,0,2404,19
2021-07-30,Regina,2,12228,55,11,5,12019,154
2021-07-30,South West,0,1140,3,0,0,1131,6
2021-07-30,South Central,0,1923,1,0,0,1892,23
2021-07-30,South East,2,2789,2,1,0,2721,48
2021-07-31,Far North West,28,2906,113,1,0,2754,30
2021-07-31,Far North Central,6,408,31,0,0,374,3
2021-07-31,Far North East,1,2435,55,0,0,2354,19
2021-07-31,North West,0,4775,3,1,0,4664,83
2021-07-31,North Central,0,4582,0,3,1,4494,59
2021-07-31,North East,1,1618,6,0,0,1598,13
2021-07-31,Saskatoon,11,11779,73,17,5,11591,115
2021-07-31,Central West,0,839,4,0,0,829,6
2021-07-31,Central East,0,2435,5,0,0,2404,19
2021-07-31,Regina,6,12234,57,12,5,12023,154
2021-07-31,South West,0,1143,3,0,0,1132,6
2021-07-31,South Central,0,1925,1,0,0,1893,23
2021-07-31,South East,1,2797,3,1,0,2721,48
2021-08-01,Far North West,9,2916,110,1,0,2768,30
2021-08-01,Far North Central,2,410,33,0,0,374,3
2021-08-01,Far North East,0,2436,55,0,0,2355,19
2021-08-01,North West,1,4780,4,1,0,4666,83
2021-08-01,North Central,0,4584,0,3,1,4495,59
2021-08-01,North East,0,1618,6,0,0,1598,13
2021-08-01,Saskatoon,6,11786,75,18,5,11596,115
2021-08-01,Central West,0,839,4,0,0,829,6
2021-08-01,Central East,0,2437,5,0,0,2404,19
2021-08-01,Regina,0,12234,56,13,5,12024,154
2021-08-01,South West,0,1143,3,0,0,1132,6
2021-08-01,South Central,0,1928,1,0,0,1894,23
2021-08-01,South East,0,2802,3,1,0,2721,48
2021-08-02,Far North West,3,2920,104,1,0,2778,30
2021-08-02,Far North Central,3,413,28,0,0,382,3
2021-08-02,Far North East,5,2446,52,0,0,2363,19
2021-08-02,North West,0,4780,3,3,0,4673,83
2021-08-02,North Central,1,4587,1,10,1,4495,59
2021-08-02,North East,1,1619,6,0,0,1599,13
2021-08-02,Saskatoon,2,11788,74,19,5,11599,115
2021-08-02,Central West,0,839,4,0,0,829,6
2021-08-02,Central East,0,2437,2,0,0,2407,19
2021-08-02,Regina,1,12238,53,12,5,12031,154
2021-08-02,South West,1,1146,4,0,0,1132,6
2021-08-02,South Central,0,1928,1,1,0,1895,23
2021-08-02,South East,0,2803,3,1,0,2723,48
2021-08-03,Far North West,2,2922,101,1,0,2784,30
2021-08-03,Far North Central,0,413,25,0,0,385,3
2021-08-03,Far North East,1,2453,47,0,0,2376,19
2021-08-03,North West,1,4781,3,3,0,4676,83
2021-08-03,North Central,0,4594,1,10,1,4502,59
2021-08-03,North East,0,1619,5,0,0,1600,13
2021-08-03,Saskatoon,4,11792,70,19,5,11607,115
2021-08-03,Central West,0,839,4,0,0,829,6
2021-08-03,Central East,0,2437,2,0,0,2407,19
2021-08-03,Regina,0,12238,44,13,4,12040,154
2021-08-03,South West,1,1149,5,0,0,1132,6
2021-08-03,South Central,0,1928,1,1,0,1895,23
2021-08-03,South East,0,2805,3,1,0,2724,48
2021-08-04,Far North West,14,2936,110,1,0,2789,30
2021-08-04,Far North Central,2,415,26,0,0,386,3
2021-08-04,Far North East,3,2459,50,0,0,2376,19
2021-08-04,North West,0,4783,3,1,0,4677,83
2021-08-04,North Central,1,4599,2,12,3,4503,60
2021-08-04,North East,0,1619,4,0,0,1601,13
2021-08-04,Saskatoon,13,11805,80,20,5,11610,115
2021-08-04,Central West,1,840,5,0,0,829,6
2021-08-04,Central East,3,2440,4,0,0,2408,19
2021-08-04,Regina,1,12239,36,8,4,12049,154
2021-08-04,South West,0,1152,5,0,0,1132,6
2021-08-04,South Central,0,1929,0,1,0,1896,23
2021-08-04,South East,2,2811,5,1,0,2728,48
2021-08-05,Far North West,3,2942,102,1,0,2801,30
2021-08-05,Far North Central,2,417,27,0,0,387,3
2021-08-05,Far North East,1,2461,31,0,0,2396,19
2021-08-05,North West,0,4788,3,1,0,4679,83
2021-08-05,North Central,0,4602,3,12,3,4504,61
2021-08-05,North East,0,1621,4,0,0,1603,13
2021-08-05,Saskatoon,17,11826,95,18,4,11616,115
2021-08-05,Central West,1,842,6,0,0,829,6
2021-08-05,Central East,0,2441,4,0,0,2409,19
2021-08-05,Regina,4,12244,41,8,4,12049,154
2021-08-05,South West,0,1154,4,0,0,1132,7
2021-08-05,South Central,1,1931,1,1,0,1897,23
2021-08-05,South East,0,2827,6,1,0,2728,48
2021-08-06,Far North West,6,2948,91,1,0,2818,31
2021-08-06,Far North Central,2,419,28,0,0,388,3
2021-08-06,Far North East,2,2465,31,0,0,2400,19
2021-08-06,North West,0,4796,3,1,0,4681,83
2021-08-06,North Central,2,4611,5,10,3,4507,61
2021-08-06,North East,0,1622,4,0,0,1603,13
2021-08-06,Saskatoon,19,11846,115,22,4,11616,115
2021-08-06,Central West,3,846,9,0,0,829,6
2021-08-06,Central East,1,2444,5,0,0,2411,19
2021-08-06,Regina,1,12246,33,9,5,12059,154
2021-08-06,South West,2,1164,5,0,0,1133,7
2021-08-06,South Central,3,1937,4,1,0,1897,23
2021-08-06,South East,0,2840,6,1,0,2729,48
2021-08-07,Far North West,12,2962,97,1,0,2829,31
2021-08-07,Far North Central,3,422,23,0,0,396,3
2021-08-07,Far North East,5,2480,36,0,0,2402,19
2021-08-07,North West,0,4802,3,2,0,4683,83
2021-08-07,North Central,8,4625,13,10,3,4509,61
2021-08-07,North East,4,1626,8,0,0,1604,13
2021-08-07,Saskatoon,38,11887,140,23,4,11632,115
2021-08-07,Central West,2,850,11,0,0,829,6
2021-08-07,Central East,1,2449,5,0,0,2414,19
2021-08-07,Regina,9,12257,36,9,5,12067,154
2021-08-07,South West,1,1166,5,0,0,1134,7
2021-08-07,South Central,1,1941,5,1,0,1898,23
2021-08-07,South East,0,2853,7,2,0,2732,48
2021-08-08,Far North West,3,2968,89,0,0,2840,31
2021-08-08,Far North Central,6,428,27,0,0,398,3
2021-08-08,Far North East,0,2481,33,0,0,2405,19
2021-08-08,North West,0,4806,2,2,0,4689,83
2021-08-08,North Central,1,4632,14,8,1,4513,61
2021-08-08,North East,2,1629,8,0,0,1606,13
2021-08-08,Saskatoon,24,11911,155,23,5,11641,115
